split,seq_id,frame_idx,active_points_forward_sensor,road_count,marking_count,other_count,ignored_count,raw_8_count,raw_9_count,raw_10_count
validation,013,12,63023,17859,976,44050,138,975,0,1
validation,013,13,63461,17867,896,44508,190,896,0,0
validation,013,14,63206,18229,915,43885,177,915,0,0
validation,013,15,65278,18429,955,45676,218,955,0,0
validation,013,16,63482,18218,971,44065,228,971,0,0
validation,013,17,63191,17808,976,44178,229,975,0,1
validation,013,18,65155,17539,985,46423,208,984,0,1
validation,013,19,63190,17579,928,44467,216,928,0,0
validation,013,20,62681,17798,851,43821,211,851,0,0
validation,013,21,63504,17755,885,44651,213,885,0,0
validation,013,22,60518,17756,938,41575,249,938,0,0
validation,013,23,59947,17464,1020,41219,244,1020,0,0
validation,013,24,61672,17224,1130,43093,225,1130,0,0
validation,013,25,61044,17261,1172,42379,232,1172,0,0
validation,013,26,61179,17536,1186,42228,229,1183,0,3
validation,013,27,62785,17676,1161,43714,234,1157,0,4
validation,013,28,61390,17713,1182,42287,208,1180,0,2
validation,013,29,60916,17779,1209,41768,160,1201,0,8
validation,013,30,63073,17848,1224,43843,158,1219,0,5
validation,013,31,61206,17740,1267,42032,167,1265,0,2
validation,013,32,60369,17579,1178,41429,183,1177,0,1
validation,013,33,62638,17419,1086,43956,177,1083,0,3
validation,013,34,61061,17186,1062,42641,172,1055,0,7
validation,013,35,60554,17216,1055,42143,140,1050,0,5
validation,013,36,62446,16849,1041,44423,133,1038,0,3
validation,013,37,60854,16716,1038,42954,146,1034,0,4
validation,013,38,60482,16241,1049,43050,142,1041,0,8
validation,013,39,62006,15774,931,45131,170,923,0,8
validation,013,40,59562,15316,818,43231,197,813,0,5
validation,013,41,58027,14814,817,42242,154,803,0,14
validation,013,42,58421,14336,811,43098,176,802,0,9
validation,013,43,55987,14048,838,40913,188,827,0,11
validation,013,44,54296,13965,837,39266,228,823,0,14
validation,013,45,53881,14874,674,38063,270,667,0,7
validation,013,46,54358,15369,695,38032,262,677,0,18
validation,013,47,56362,15484,686,39928,264,665,0,21
validation,013,48,55148,15140,725,39015,268,707,0,18
validation,013,49,54950,14961,738,38982,269,725,0,13
validation,013,50,56580,15086,730,40474,290,710,0,20
validation,013,51,55020,15322,678,38718,302,658,0,20
validation,013,52,54682,15555,719,38086,322,682,0,37
validation,013,53,56583,15566,764,39952,301,740,0,24
validation,013,54,54949,15451,796,38444,258,772,0,24
validation,013,55,54442,15372,861,37900,309,822,0,39
validation,013,56,56112,15282,916,39632,282,875,0,41
validation,013,57,54002,15203,866,37680,253,825,0,41
validation,013,58,53283,15147,817,37047,272,775,0,42
validation,013,59,54776,15174,870,38450,282,813,0,57
validation,013,60,53010,15121,937,36646,306,869,0,68
validation,013,61,53198,15101,967,36863,267,898,0,69
validation,013,62,53269,15078,1051,36933,207,974,0,77
validation,013,63,55135,15040,1110,38795,190,1017,0,93
validation,013,64,53445,15071,1022,37157,195,934,0,88
validation,013,65,52882,15077,917,36671,217,805,0,112
validation,013,66,52566,14914,949,36455,248,813,0,136
validation,013,67,52759,14795,967,36718,279,816,0,151
validation,013,68,51450,14585,974,35604,287,810,0,164
validation,013,69,51595,14259,1049,35997,290,826,0,223
validation,013,70,51549,14061,1193,35986,309,908,0,285
validation,013,71,53554,14264,1190,37821,279,875,0,315
validation,013,72,52215,14717,1156,36072,270,778,0,378
validation,013,73,52041,14964,1187,35596,294,699,0,488
validation,013,74,53912,15034,1345,37250,283,715,0,630
validation,013,75,52439,14666,1648,35810,315,723,0,925
validation,013,76,52081,14578,1370,35810,323,742,0,628
validation,013,77,53928,14804,1029,37783,312,742,0,287
validation,013,78,52879,15128,948,36469,334,781,0,167
validation,013,79,52879,15174,948,36433,324,788,0,160
validation,034,0,71523,17431,18,54045,29,0,0,18
validation,034,1,73748,17703,20,55987,38,0,0,20
validation,034,2,71359,19705,11,51610,33,0,0,11
validation,034,3,71066,22532,18,48481,35,0,0,18
validation,034,4,74945,25100,12,49788,45,0,0,12
validation,034,5,73337,26587,15,46696,39,0,0,15
validation,034,6,73389,26226,21,47096,46,0,0,21
validation,034,7,76419,25260,21,51108,30,0,0,21
validation,034,8,73073,25017,23,48012,21,0,0,23
validation,034,9,72127,25076,18,47011,22,0,0,18
validation,034,10,75253,25825,14,49394,20,0,0,14
validation,034,11,73291,26326,30,46912,23,0,0,30
validation,034,12,73389,26377,30,46963,19,0,0,30
validation,034,13,76143,25686,30,50399,28,0,0,30
validation,034,14,73144,25371,27,47725,21,0,0,27
validation,034,15,72182,25349,32,46785,16,0,0,32
validation,034,16,74548,25071,35,49408,34,0,0,35
validation,034,17,71928,25398,37,46471,22,0,0,37
validation,034,18,71626,24974,40,46576,36,0,0,40
validation,034,19,74975,25061,27,49861,26,0,0,27
validation,034,20,71258,25772,36,45419,31,0,0,36
validation,034,21,72926,26148,34,46683,61,0,0,34
validation,034,22,71902,25282,49,46525,46,0,0,49
validation,034,23,71799,24736,36,47002,25,0,0,36
validation,034,24,74888,25483,54,49340,11,0,0,54
validation,034,25,73136,26513,41,46573,9,0,0,41
validation,034,26,71782,26104,48,45619,11,0,0,48
validation,034,27,71683,25033,55,46580,15,0,0,55
validation,034,28,69279,23995,41,45224,19,0,0,41
validation,034,29,69456,23929,46,45450,31,0,0,46
validation,034,30,73849,24617,61,49143,28,0,0,61
validation,034,31,70428,24691,52,45664,21,0,0,52
validation,034,32,68821,24701,60,44035,25,0,0,60
validation,034,33,71466,24535,74,46796,61,0,0,74
validation,034,34,69882,24900,73,44841,68,0,0,73
validation,034,35,71248,25529,65,45615,39,0,0,65
validation,034,36,73827,25385,57,48358,27,0,0,57
validation,034,37,70715,25293,66,45319,37,0,0,66
validation,034,38,69500,25017,95,44363,25,0,0,95
validation,034,39,72565,25212,85,47244,24,0,0,85
validation,034,40,71549,25854,78,45604,13,0,0,78
validation,034,41,72205,26293,90,45814,8,0,0,90
validation,034,42,74048,25777,92,48174,5,0,0,92
validation,034,43,69885,25563,74,44240,8,0,0,74
validation,034,44,68742,24826,110,43796,10,0,0,110
validation,034,45,71778,25171,112,46474,21,0,0,112
validation,034,46,71622,25996,123,45490,13,0,0,123
validation,034,47,72462,26634,128,45691,9,0,0,128
validation,034,48,75958,27031,93,48827,7,0,0,93
validation,034,49,73713,27020,120,46561,12,0,0,120
validation,034,50,73173,26418,114,46621,20,0,0,114
validation,034,51,74451,25589,132,48720,10,0,0,132
validation,034,52,70128,26139,146,43830,13,0,0,146
validation,034,53,71346,26264,144,44905,33,0,0,144
validation,034,54,70433,26459,144,43793,37,0,0,144
validation,034,55,71645,26685,152,44761,47,0,0,152
validation,034,56,73466,27106,131,46187,42,0,0,131
validation,034,57,71010,27510,165,43274,61,0,0,165
validation,034,58,70826,27609,180,43003,34,0,0,180
validation,034,59,74292,27333,142,46789,28,0,0,142
validation,034,60,73442,26460,196,46742,44,0,0,196
validation,034,61,71200,25841,190,45150,19,0,0,190
validation,034,62,70849,26228,175,44411,35,0,0,175
validation,034,63,68192,26825,183,41155,29,0,0,183
validation,034,64,67830,26791,176,40829,34,0,0,176
validation,034,65,71933,26681,187,45048,17,0,0,187
validation,034,66,71614,27181,191,44214,28,0,0,191
validation,034,67,72623,28499,208,43870,46,0,0,208
validation,034,68,76342,29424,224,46639,55,0,0,224
validation,034,69,73936,29310,183,44391,52,0,0,183
validation,034,70,73356,28192,241,44884,39,0,0,241
validation,034,71,76183,27297,240,48601,45,0,0,240
validation,034,72,73890,26664,235,46970,21,0,0,235
validation,034,73,70611,26403,241,43947,20,0,0,241
validation,034,74,71650,27036,234,44336,44,0,0,234
validation,034,75,68859,27052,239,41503,65,0,0,239
validation,034,76,68932,27173,290,41373,96,0,0,290
validation,034,77,73244,27634,294,45298,18,0,0,294
validation,034,78,72769,28141,282,44336,10,0,0,282
validation,034,79,72935,28456,284,44177,18,0,0,284
validation,037,0,67768,25244,4225,38290,9,0,0,4225
validation,037,1,67919,25277,4170,38467,5,0,0,4170
validation,037,2,69385,25284,4113,39979,9,0,0,4113
validation,037,3,67819,25333,4037,38441,8,0,0,4037
validation,037,4,67749,25337,4009,38394,9,0,0,4009
validation,037,5,67922,25398,3917,38600,7,0,0,3917
validation,037,6,69335,25447,3868,40011,9,0,0,3868
validation,037,7,67791,25462,3860,38457,12,0,0,3860
validation,037,8,67900,25561,3810,38522,7,0,0,3810
validation,037,9,68018,25594,3766,38648,10,1,0,3765
validation,037,10,69455,25588,3720,40136,11,1,0,3719
validation,037,11,67848,25593,3700,38545,10,2,0,3698
validation,037,12,67922,25604,3632,38679,7,2,0,3630
validation,037,13,67824,25572,3607,38636,9,2,0,3605
validation,037,14,69353,25570,3604,40172,7,1,0,3603
validation,037,15,67930,25653,3544,38723,10,1,0,3543
validation,037,16,67864,25597,3535,38723,9,0,0,3535
validation,037,17,68005,25590,3490,38916,9,0,0,3490
validation,037,18,69423,25659,3406,40343,15,0,0,3406
validation,037,19,67807,25607,3265,38920,15,0,0,3265
validation,037,20,67615,25399,2420,39788,8,0,0,2420
validation,037,21,68911,25346,2193,41364,8,0,0,2193
validation,037,22,67310,25105,2022,40175,8,0,0,2022
validation,037,23,67102,24603,2037,40456,6,0,0,2037
validation,037,24,67152,24117,1992,41037,6,0,0,1992
validation,037,25,68467,23892,1916,42650,9,0,0,1916
validation,037,26,67009,23955,1769,41277,8,0,0,1769
validation,037,27,67042,23983,1730,41315,14,0,0,1730
validation,037,28,67331,23761,1770,41789,11,0,0,1770
validation,037,29,68619,23392,1798,43423,6,0,0,1798
validation,037,30,67083,22999,1921,42156,7,0,0,1921
validation,037,31,67152,23040,1902,42202,8,0,0,1902
validation,037,32,67258,23033,1811,42405,9,0,0,1811
validation,037,33,68766,22913,1787,44056,10,0,0,1787
validation,037,34,67168,22462,1933,42759,14,0,0,1933
validation,037,35,67199,22303,1893,42993,10,0,0,1893
validation,037,36,67387,22393,1803,43177,14,0,0,1803
validation,037,37,68701,22322,1935,44429,15,0,0,1935
validation,037,38,67482,22284,2066,43118,14,0,0,2066
validation,037,39,67404,22365,1882,43144,13,0,0,1882
validation,037,40,67624,21962,2050,43592,20,0,0,2050
validation,037,41,68834,21547,2015,45254,18,0,0,2015
validation,037,42,67253,21037,2045,44158,13,0,0,2045
validation,037,43,67125,20694,2148,44267,16,0,0,2148
validation,037,44,67217,20463,2123,44613,18,0,0,2123
validation,037,45,68605,19857,2363,46367,18,0,0,2363
validation,037,46,66977,19032,2594,45331,20,0,0,2594
validation,037,47,66991,18173,3005,45795,18,0,0,3005
validation,037,48,67211,17814,3487,45888,22,0,0,3487
validation,037,49,69138,17343,4232,47536,27,0,0,4232
validation,037,50,67687,17497,4532,45639,19,0,0,4532
validation,037,51,68220,18292,4378,45517,33,0,0,4378
validation,037,52,68780,19238,4218,45298,26,0,0,4218
validation,037,53,69263,20993,3485,44750,35,0,0,3485
validation,037,54,69703,21760,2947,44958,38,0,0,2947
validation,037,55,70022,22588,2369,45032,33,0,0,2369
validation,037,56,71988,23859,1468,46628,33,0,0,1468
validation,037,57,70413,25055,598,44699,61,0,0,598
validation,037,58,70678,25408,689,44498,83,0,0,689
validation,037,59,70746,25605,787,44318,36,0,0,787
validation,037,60,72493,25335,879,46248,31,0,0,879
validation,037,61,70664,24616,1026,44990,32,0,0,1026
validation,037,62,70678,23527,1230,45892,29,0,0,1230
validation,037,63,70465,22425,984,47029,27,0,0,984
validation,037,64,72067,20985,1029,50037,16,0,0,1029
validation,037,65,70043,19576,543,49898,26,0,0,543
validation,037,66,69563,18380,428,50741,14,0,0,428
validation,037,67,66088,18035,0,48007,46,0,0,0
validation,037,68,66310,18125,0,48136,49,0,0,0
validation,037,69,63714,18291,0,45343,80,0,0,0
validation,037,70,64014,18928,0,44957,129,0,0,0
validation,037,71,65355,19682,0,45510,163,0,0,0
validation,037,72,68799,19588,0,49100,111,0,0,0
validation,037,73,64940,19462,0,45365,113,0,0,0
validation,037,74,63033,19132,0,43735,166,0,0,0
validation,037,75,62208,18870,0,43055,283,0,0,0
validation,037,76,64306,18822,0,45139,345,0,0,0
validation,037,77,64447,18246,0,45767,434,0,0,0
validation,037,78,67248,17494,0,49447,307,0,0,0
validation,037,79,65466,17135,0,48268,63,0,0,0
validation,038,0,65711,21220,9,43572,910,0,0,9
validation,038,1,67578,21363,5,45295,915,0,0,5
validation,038,2,70920,20945,6,49141,828,0,0,6
validation,038,3,66233,21149,3,44163,918,0,0,3
validation,038,4,65022,21729,5,42397,891,0,0,5
validation,038,5,65086,22490,19,41674,903,0,0,19
validation,038,6,68335,23260,7,44124,944,0,0,7
validation,038,7,68702,23840,3,43920,939,0,0,3
validation,038,8,70437,23860,10,45606,961,0,0,10
validation,038,9,70810,23532,12,46227,1039,0,0,12
validation,038,10,72454,23214,22,48193,1025,0,0,22
validation,038,11,70410,22753,21,46610,1026,0,0,21
validation,038,12,70392,22326,10,47020,1036,0,0,10
validation,038,13,70501,22249,14,47236,1002,0,0,14
validation,038,14,72548,22282,18,49221,1027,0,0,18
validation,038,15,70621,22105,16,47471,1029,0,0,16
validation,038,16,70744,22192,17,47492,1043,0,0,17
validation,038,17,70905,22510,14,47327,1054,0,0,14
validation,038,18,73047,23184,26,48786,1051,0,0,26
validation,038,19,71012,23948,21,45951,1092,0,0,21
validation,038,20,71132,23939,8,46210,975,0,0,8
validation,038,21,66714,24042,20,41701,951,0,0,20
validation,038,22,67166,23635,26,42577,928,0,0,26
validation,038,23,68030,24132,28,42884,986,0,0,28
validation,038,24,70401,24343,27,44989,1042,0,0,27
validation,038,25,72358,24114,25,47104,1115,0,0,25
validation,038,26,70453,23518,23,45811,1101,0,0,23
validation,038,27,70371,23331,21,45933,1086,0,0,21
validation,038,28,70703,23380,31,46207,1085,0,0,31
validation,038,29,69102,23541,41,44577,943,0,0,41
validation,038,30,65199,23649,36,40524,990,0,0,36
validation,038,31,65330,23175,31,41296,828,0,0,31
validation,038,32,67241,23619,39,42658,925,0,0,39
validation,038,33,71978,23597,27,47387,967,0,0,27
validation,038,34,71264,23168,41,47033,1022,0,0,41
validation,038,35,71365,22991,31,47322,1021,0,0,31
validation,038,36,71591,23602,43,46886,1060,0,0,43
validation,038,37,73903,24752,29,48036,1086,0,0,29
validation,038,38,71828,25092,38,45638,1060,0,0,38
validation,038,39,66132,24900,33,40246,953,0,0,33
validation,038,40,64665,24467,16,39225,957,0,0,16
validation,038,41,66219,23845,23,41394,957,0,0,23
validation,038,42,65709,23652,28,41055,974,0,0,28
validation,038,43,67920,23054,15,43936,915,0,0,15
validation,038,44,65087,22355,28,41784,920,0,0,28
validation,038,45,66441,21558,30,43956,897,0,0,30
validation,038,46,64744,21834,40,41981,889,0,0,40
validation,038,47,67117,22987,65,43123,942,0,0,65
validation,038,48,69818,24051,75,44697,995,0,0,75
validation,038,49,72700,24042,78,47539,1041,0,0,78
validation,038,50,70745,22931,65,46739,1010,0,0,65
validation,038,51,71062,21761,91,48227,983,0,0,91
validation,038,52,69559,21547,79,47050,883,0,0,79
validation,038,53,69320,22544,96,45719,961,0,0,96
validation,038,54,67481,23198,88,43223,972,0,0,88
validation,038,55,69729,23604,92,45165,868,0,0,92
validation,038,56,72232,23358,103,47937,834,0,0,103
validation,038,57,69457,22827,114,45698,818,0,0,114
validation,038,58,68961,23026,126,44966,843,0,0,126
validation,038,59,70366,24108,145,45229,884,0,0,145
validation,038,60,73173,25388,116,46710,959,0,0,116
validation,038,61,71213,25558,131,44518,1006,0,0,131
validation,038,62,71122,24310,123,45684,1005,0,0,123
validation,038,63,66779,22580,178,43172,849,0,0,178
validation,038,64,66243,21647,190,43583,823,0,0,190
validation,038,65,65511,21206,173,43281,851,0,0,173
validation,038,66,65675,21593,171,43072,839,0,0,171
validation,038,67,67006,22465,181,43432,928,0,0,181
validation,038,68,70195,22962,180,46082,971,0,0,180
validation,038,69,67126,23117,175,42780,1054,0,0,175
validation,038,70,66049,22328,186,42315,1220,0,0,186
validation,038,71,66582,21593,237,43556,1196,0,0,237
validation,038,72,69501,21304,273,46960,964,0,0,273
validation,038,73,69454,21416,358,46645,1035,0,0,358
validation,038,74,70332,21237,462,47467,1166,0,0,462
validation,038,75,70408,20579,499,48198,1132,0,0,499
validation,038,76,69285,21100,589,46223,1373,0,0,589
validation,038,77,66815,22095,591,42828,1301,0,0,591
validation,038,78,70296,22935,672,45507,1182,0,0,672
validation,038,79,70016,22060,744,46104,1108,0,0,744
validation,054,0,69141,27344,1910,39855,32,525,118,1267
validation,054,1,69141,27340,1907,39858,36,523,118,1266
validation,054,2,68986,27926,1834,39197,29,276,119,1439
validation,054,3,69049,28099,1877,39040,33,296,81,1500
validation,054,4,71037,28551,1870,40581,35,241,92,1537
validation,054,5,69389,28576,2223,38560,30,364,72,1787
validation,054,6,69083,28445,2339,38264,35,285,111,1943
validation,054,7,68984,28472,2342,38144,26,237,154,1951
validation,054,8,70752,28113,2676,39953,10,345,147,2184
validation,054,9,69081,27491,2736,38845,9,277,106,2353
validation,054,10,68880,26303,2897,39673,7,353,149,2395
validation,054,11,68434,25002,3059,40363,10,307,153,2599
validation,054,12,69918,23946,3261,42708,3,327,151,2783
validation,054,13,68628,21898,3777,42948,5,291,153,3333
validation,054,14,69866,20861,3918,45080,7,287,157,3474
validation,054,15,73315,19747,3919,49644,5,47,153,3719
validation,054,16,72602,18686,4138,49775,3,0,129,4009
validation,054,17,73354,17811,4475,51055,13,0,113,4362
validation,054,18,73715,16821,4936,51939,19,0,84,4852
validation,054,19,76133,16115,5167,54833,18,0,54,5113
validation,054,20,74566,15224,5499,53824,19,0,29,5470
validation,054,21,75117,14240,5824,55029,24,0,0,5824
validation,054,22,75076,13852,5902,55279,43,0,0,5902
validation,054,23,76624,13675,6061,56855,33,0,0,6061
validation,054,24,73093,13932,5896,53223,42,0,0,5896
validation,054,25,71616,14774,5508,51277,57,0,0,5508
validation,054,26,70502,15891,4760,49794,57,1,0,4759
validation,054,27,70915,17472,3934,49439,70,65,0,3869
validation,054,28,67335,18794,3516,44924,101,76,0,3440
validation,054,29,66539,20277,3338,42816,108,112,0,3226
validation,054,30,66894,21599,3087,42057,151,173,0,2914
validation,054,31,68955,22566,2813,43470,106,247,0,2566
validation,054,32,67541,23462,3079,40913,87,305,0,2774
validation,054,33,68123,24172,2971,40910,70,409,0,2562
validation,054,34,68654,24922,2510,41150,72,482,0,2028
validation,054,35,69775,25139,1990,42573,73,561,0,1429
validation,054,36,67728,24731,1894,41017,86,668,0,1226
validation,054,37,67597,24495,1811,41222,69,729,0,1082
validation,054,38,67595,23777,1748,41964,106,785,0,963
validation,054,39,67357,23884,1695,41617,161,816,0,879
validation,054,40,62823,24537,1673,36517,96,820,0,853
validation,054,41,62655,25385,1707,35454,109,804,0,903
validation,054,42,62628,25995,1706,34897,30,774,0,932
validation,054,43,64529,26172,1746,36536,75,781,0,965
validation,054,44,63254,26036,1739,35453,26,768,0,971
validation,054,45,65624,25834,1885,37877,28,873,0,1012
validation,054,46,68400,25594,2028,40758,20,991,0,1037
validation,054,47,67834,25605,2113,40103,13,1010,0,1103
validation,054,48,68393,25537,2015,40834,7,944,0,1071
validation,054,49,68298,25032,1825,41422,19,820,0,1005
validation,054,50,69705,24965,1746,42981,13,742,0,1004
validation,054,51,66297,24836,1762,39692,7,766,0,996
validation,054,52,65215,24640,1814,38755,6,779,0,1035
validation,054,53,64956,24553,1824,38557,22,791,0,1033
validation,054,54,66555,24762,1853,39916,24,789,0,1064
validation,054,55,65694,24892,1913,38859,30,789,0,1124
validation,054,56,66871,24924,2005,39922,20,865,0,1140
validation,054,57,67743,24660,2239,40826,18,1053,0,1186
validation,054,58,69064,24636,2231,42175,22,1019,0,1212
validation,054,59,63990,24942,2139,36884,25,914,0,1225
validation,054,60,63697,25214,1940,36516,27,676,0,1264
validation,054,61,63806,25456,2007,36323,20,696,0,1311
validation,054,62,65846,25791,2068,37944,43,709,0,1359
validation,054,63,65361,25894,2114,37338,15,726,0,1388
validation,054,64,66980,25937,2179,38848,16,749,0,1430
validation,054,65,67755,25424,2182,40133,16,751,0,1431
validation,054,66,68118,25225,2229,40654,10,809,0,1420
validation,054,67,64976,24964,2288,37711,13,861,0,1427
validation,054,68,64180,24987,2242,36927,24,796,0,1446
validation,054,69,63673,25052,2092,36486,43,668,0,1424
validation,054,70,65327,25137,2021,38119,50,639,0,1382
validation,054,71,64514,25292,2067,37121,34,683,0,1384
validation,054,72,65813,25523,2078,38181,31,706,0,1372
validation,054,73,66151,25342,2125,38661,23,740,0,1385
validation,054,74,65760,25374,2156,38163,67,797,0,1359
validation,054,75,64745,25170,2243,37311,21,850,0,1393
validation,054,76,64347,25147,2296,36858,46,914,0,1382
validation,054,77,64919,25545,2295,37049,30,849,0,1446
validation,054,78,64285,26013,2261,35968,43,805,0,1456
validation,054,79,64285,26019,2257,35969,40,808,0,1449
validation,106,0,60826,24784,306,35620,116,302,0,4
validation,106,1,62510,25439,370,36549,152,366,0,4
validation,106,2,61951,25436,337,36031,147,334,0,3
validation,106,3,61407,24967,293,36036,111,289,0,4
validation,106,4,61977,24584,223,37050,120,220,0,3
validation,106,5,61052,24197,186,36517,152,185,0,1
validation,106,6,61007,24009,245,36575,178,244,0,1
validation,106,7,62054,23767,314,37824,149,314,0,0
validation,106,8,61182,23605,373,37054,150,373,0,0
validation,106,9,60835,23263,416,36946,210,416,0,0
validation,106,10,61822,22582,467,38539,234,467,0,0
validation,106,11,60710,21916,399,38133,262,399,0,0
validation,106,12,60501,21573,326,38327,275,326,0,0
validation,106,13,60554,22188,214,38144,8,214,0,0
validation,106,14,59401,22769,210,36399,23,209,0,1
validation,106,15,59217,22684,294,36200,39,293,0,1
validation,106,16,59929,22216,398,37290,25,398,0,0
validation,106,17,58054,22445,459,35040,110,459,0,0
validation,106,18,59337,23049,506,35697,85,506,0,0
validation,106,19,62132,24026,442,37604,60,442,0,0
validation,106,20,61839,24267,202,37312,58,200,0,2
validation,106,21,62953,23562,283,39046,62,283,0,0
validation,106,22,61812,23347,353,38032,80,353,0,0
validation,106,23,62120,23320,434,38239,127,434,0,0
validation,106,24,64309,23366,568,40233,142,567,0,1
validation,106,25,63498,23513,511,39334,140,510,0,1
validation,106,26,63684,23445,394,39700,145,391,0,3
validation,106,27,65679,23163,255,42175,86,255,0,0
validation,106,28,65708,22741,181,42709,77,181,0,0
validation,106,29,65241,22650,234,42294,63,233,0,1
validation,106,30,65660,22846,296,42284,234,296,0,0
validation,106,31,63827,23409,457,39651,310,457,0,0
validation,106,32,63469,24210,609,38396,254,609,0,0
validation,106,33,65403,24881,508,39910,104,508,0,0
validation,106,34,62507,25803,383,36152,169,383,0,0
validation,106,35,63190,26894,203,35975,118,203,0,0
validation,106,36,67244,27477,255,39489,23,252,0,3
validation,106,37,66970,27828,297,38818,27,294,0,3
validation,106,38,66803,28343,394,38041,25,394,0,0
validation,106,39,68982,28561,536,39862,23,532,0,4
validation,106,40,66979,28671,577,37706,25,574,0,3
validation,106,41,65616,28815,414,36354,33,414,0,0
validation,106,42,67279,29059,279,37906,35,279,0,0
validation,106,43,65665,29529,229,35883,24,229,0,0
validation,106,44,65643,30099,310,35218,16,304,0,6
validation,106,45,68259,30058,408,37778,15,402,0,6
validation,106,46,66487,29566,476,36436,9,473,0,3
validation,106,47,65663,29639,484,35526,14,484,0,0
validation,106,48,67292,29753,390,37143,6,382,0,8
validation,106,49,65844,30122,290,35419,13,290,0,0
validation,106,50,65574,30330,240,34985,19,240,0,0
validation,106,51,67879,29942,327,37595,15,327,0,0
validation,106,52,66300,29203,363,36727,7,355,0,8
validation,106,53,65819,28344,403,37059,13,396,0,7
validation,106,54,66722,27999,333,38371,19,327,0,6
validation,106,55,66618,27988,238,38375,17,231,0,7
validation,106,56,68836,27911,326,40579,20,319,0,7
validation,106,57,67455,28036,367,39034,18,362,0,5
validation,106,58,67202,28179,369,38636,18,363,0,6
validation,106,59,69530,27927,465,41126,12,457,0,8
validation,106,60,68147,27802,442,39894,9,434,0,8
validation,106,61,68294,27744,383,40151,16,378,0,5
validation,106,62,70837,27758,306,42764,9,300,0,6
validation,106,63,69408,27926,329,41144,9,324,0,5
validation,106,64,69152,27813,328,40998,13,328,0,0
validation,106,65,71457,27752,427,43275,3,427,0,0
validation,106,66,69789,27969,423,41387,10,423,0,0
validation,106,67,69736,28177,401,41139,19,392,0,9
validation,106,68,72321,28214,304,43793,10,296,0,8
validation,106,69,70094,27941,328,41815,10,328,0,0
validation,106,70,69571,27987,335,41244,5,333,0,2
validation,106,71,72432,28536,388,43498,10,379,0,9
validation,106,72,70282,28958,476,40837,11,455,0,21
validation,106,73,69488,28732,444,40305,7,434,0,10
validation,106,74,71751,28347,315,43064,25,301,0,14
validation,106,75,69433,28188,350,40878,17,339,0,11
validation,106,76,68936,28279,333,40305,19,315,0,18
validation,106,77,71655,28456,380,42796,23,369,0,11
validation,106,78,69797,28556,489,40738,14,483,0,6
validation,106,79,69509,28840,490,40160,19,489,0,1
validation,116,0,53157,26874,243,25941,99,212,20,11
validation,116,1,53937,27656,251,25910,120,226,8,17
validation,116,2,54585,27188,288,26980,129,255,4,29
validation,116,3,53884,26458,275,27054,97,248,0,27
validation,116,4,54012,25982,286,27614,130,265,0,21
validation,116,5,54331,25955,316,27882,178,287,0,29
validation,116,6,55814,25986,387,29178,263,338,0,49
validation,116,7,54876,25533,389,28644,310,348,0,41
validation,116,8,54620,25421,411,28371,417,353,0,58
validation,116,9,54271,25160,435,28210,466,388,0,47
validation,116,10,54474,24729,498,28710,537,441,0,57
validation,116,11,53596,24192,489,28272,643,435,0,54
validation,116,12,53774,24107,583,28278,806,509,0,74
validation,116,13,52998,24418,586,27896,98,531,0,55
validation,116,14,53232,24621,645,27854,112,585,0,60
validation,116,15,52710,24858,710,27070,72,644,0,66
validation,116,16,52618,24910,768,26854,86,683,0,85
validation,116,17,52777,25078,705,26914,80,611,0,94
validation,116,18,52980,25654,593,26662,71,505,0,88
validation,116,19,52703,26316,694,25598,95,593,0,101
validation,116,20,52958,26291,753,25757,157,649,0,104
validation,116,21,52746,26042,789,25747,168,672,0,117
validation,116,22,53135,25567,841,26622,105,726,0,115
validation,116,23,52275,25497,826,25838,114,692,0,134
validation,116,24,52052,25600,643,25638,171,509,0,134
validation,116,25,51950,25704,711,25380,155,568,0,143
validation,116,26,52680,25767,811,25921,181,625,0,186
validation,116,27,52287,26021,822,25311,133,636,0,186
validation,116,28,52319,25810,907,25561,41,699,0,208
validation,116,29,52265,25521,892,25802,50,661,0,231
validation,116,30,52732,25659,828,26193,52,576,0,252
validation,116,31,52594,25597,899,26033,65,590,0,309
validation,116,32,52573,25638,1033,25843,59,673,0,360
validation,116,33,52758,25603,1040,26056,59,663,0,377
validation,116,34,53349,25676,1137,26483,53,781,0,356
validation,116,35,52272,26121,901,25188,62,635,0,266
validation,116,36,52083,26288,773,24982,40,597,0,176
validation,116,37,52801,26643,916,25192,50,701,0,215
validation,116,38,53012,27050,928,24987,47,681,0,247
validation,116,39,53469,27175,1094,25149,51,736,0,358
validation,116,40,53366,27603,1033,24681,49,711,0,322
validation,116,41,52853,27949,976,23844,84,603,0,373
validation,116,42,51321,27880,1003,22375,63,609,0,394
validation,116,43,51612,28035,1036,22470,71,661,0,375
validation,116,44,52287,27357,1059,23816,55,771,0,288
validation,116,45,53379,26919,997,25397,66,820,0,177
validation,116,46,53935,26709,830,26341,55,784,0,46
validation,116,47,54249,26391,696,27096,66,661,0,35
validation,116,48,54758,25786,646,28233,93,615,0,31
validation,116,49,55065,25118,790,29049,108,755,0,35
validation,116,50,53951,24420,853,28570,108,796,0,57
validation,116,51,53011,23476,889,28537,109,888,0,1
validation,116,52,48406,23127,811,24397,71,808,0,3
validation,116,53,48411,24238,610,23500,63,610,0,0
