split,sequence,lidar_frame,cam_frame,dt_seconds,frame_valid,n_in_image,n_occluded,n_road_in_image,n_road_occluded,n_marking_in_image,n_marking_occluded,n_other_in_image,n_other_occluded,n_raw8_in_image,n_raw8_occluded,n_raw9_in_image,n_raw9_occluded,n_raw10_in_image,n_raw10_occluded
train,139,11,11,-0.049836158752441406,1,61456,83,24445,3,665,0,36327,80,0,0,0,0,665,0
train,139,12,12,-0.049839019775390625,1,61466,94,23883,3,780,0,36795,91,0,0,0,0,780,0
train,139,13,13,-0.04983711242675781,1,61494,112,23416,5,809,0,37254,107,0,0,0,0,809,0
train,139,14,14,-0.049841880798339844,1,62648,129,22773,4,904,0,38954,125,0,0,0,0,904,0
train,139,15,15,-0.0498509407043457,1,60786,102,22013,6,977,0,37788,96,0,0,0,0,977,0
train,139,16,16,-0.04985499382019043,1,60723,116,21229,4,955,0,38528,112,0,0,0,0,955,0
train,139,17,17,-0.04984402656555176,1,60918,117,20416,1,980,0,39513,116,0,0,0,0,980,0
train,139,18,18,-0.04983687400817871,1,63596,168,19454,5,1039,0,43090,163,0,0,0,0,1039,0
train,139,19,19,-0.04985809326171875,1,63213,160,18303,2,1070,0,43837,158,0,0,0,0,1070,0
train,139,20,20,-0.04986906051635742,1,64911,146,17036,0,1076,0,46791,146,0,0,0,0,1076,0
train,139,21,21,-0.049874067306518555,1,65742,110,16087,0,1089,0,48556,110,0,0,0,0,1089,0
train,139,22,22,-0.04988288879394531,1,67638,125,15398,0,985,0,51250,125,0,0,0,0,985,0
train,139,23,23,-0.049890995025634766,1,65745,68,14952,0,1038,0,49752,68,0,0,0,0,1038,0
train,139,24,24,-0.04989504814147949,1,65929,75,14771,0,1065,0,50089,75,0,0,0,0,1065,0
train,139,25,25,-0.04989004135131836,1,65903,65,14871,0,1014,0,50014,65,0,0,0,0,1014,0
train,139,26,26,-0.04988384246826172,1,67876,92,15361,0,938,0,51569,92,0,0,0,0,938,0
train,139,27,27,-0.049880027770996094,1,65742,48,16167,2,749,0,48816,46,0,0,0,0,749,0
train,139,28,28,-0.04986119270324707,1,65585,30,17073,0,934,0,47570,30,0,0,0,0,934,0
train,139,29,29,-0.049868106842041016,1,65420,31,18484,1,774,0,46153,30,0,0,0,0,774,0
train,139,30,30,-0.04987812042236328,1,67083,53,20272,4,449,0,46359,49,0,0,0,0,449,0
train,139,31,31,-0.04988718032836914,1,64884,79,22169,5,420,0,42285,74,0,0,0,0,420,0
train,139,32,32,-0.04990100860595703,1,64014,100,24643,7,323,0,39040,93,0,0,0,0,323,0
train,139,33,33,-0.049890995025634766,1,63210,65,26826,8,423,0,35941,57,0,0,0,0,423,0
train,139,34,34,-0.04989314079284668,1,64022,83,28567,8,591,0,34849,75,0,0,0,0,591,0
train,139,35,35,-0.04991579055786133,1,62181,68,29369,4,762,0,32035,63,0,0,0,0,762,0
train,139,36,36,-0.04992794990539551,1,62025,63,29058,10,969,0,31986,53,0,0,0,0,969,0
train,139,37,37,-0.049909114837646484,1,65624,73,29108,7,727,0,35781,66,0,0,0,0,727,0
train,139,38,38,-0.04988598823547363,1,63274,98,29178,10,314,0,33769,88,0,0,0,0,314,0
train,139,39,39,-0.04985499382019043,1,62351,100,28879,5,65,0,33394,95,0,0,0,0,65,0
train,139,40,40,-0.04980802536010742,1,61682,115,28832,7,0,0,32839,108,0,0,0,0,0,0
train,139,41,41,-0.04976201057434082,1,63184,94,28712,5,0,0,34447,89,0,0,0,0,0,0
train,139,42,42,-0.04974699020385742,1,62285,90,28169,10,0,0,34091,80,0,0,0,0,0,0
train,139,43,43,-0.04975605010986328,1,62918,129,26680,11,0,0,36220,117,0,0,0,0,0,0
train,139,44,44,-0.04976797103881836,1,59919,144,25059,8,0,0,34843,136,0,0,0,0,0,0
train,139,45,45,-0.04977297782897949,1,60766,157,23954,3,0,0,36797,154,0,0,0,0,0,0
train,139,46,46,-0.049774885177612305,1,58724,121,23196,5,0,0,35506,116,0,0,0,0,0,0
train,139,47,47,-0.04978299140930176,1,58632,116,23154,3,0,0,35459,113,0,0,0,0,0,0
train,139,48,48,-0.04977893829345703,1,58940,84,23432,2,0,0,35478,82,0,0,0,0,0,0
train,139,49,49,-0.049768924713134766,1,61268,101,23693,2,0,0,37552,99,0,0,0,0,0,0
train,139,50,50,-0.0497739315032959,1,60372,96,23897,1,0,0,36456,95,0,0,0,0,0,0
train,139,51,51,-0.04978299140930176,1,60113,72,23892,2,0,0,36208,70,0,0,0,0,0,0
train,139,52,52,-0.04978585243225098,1,60256,72,24060,1,0,0,36173,71,0,0,0,0,0,0
train,139,53,53,-0.04979085922241211,1,61662,121,23890,3,0,0,37747,118,0,0,0,0,0,0
train,139,54,54,-0.049798011779785156,1,59785,100,23199,4,0,0,36558,96,0,0,0,0,0,0
train,139,55,55,-0.049832820892333984,1,59751,92,23139,6,0,0,36588,86,0,0,0,0,0,0
train,139,56,56,-0.04984593391418457,1,59969,85,23548,0,0,0,36406,85,0,0,0,0,0,0
train,139,57,57,-0.04985213279724121,1,62208,134,24187,3,0,0,38004,131,0,0,0,0,0,0
train,139,58,58,-0.04982900619506836,1,60786,85,24771,5,0,0,35995,80,0,0,0,0,0,0
train,139,59,59,-0.04981088638305664,1,60790,72,24377,5,0,0,36398,67,0,0,0,0,0,0
train,139,60,60,-0.0498349666595459,1,57663,107,23223,6,0,0,34415,101,0,0,0,0,0,0
train,139,61,61,-0.04981684684753418,1,58120,123,22044,3,0,0,36047,119,0,0,0,0,0,0
train,139,62,62,-0.04981493949890137,1,56022,117,21152,4,0,0,34816,113,0,0,0,0,0,0
train,139,63,63,-0.049832820892333984,1,56486,103,21151,3,0,0,35210,100,0,0,0,0,0,0
train,139,64,64,-0.049841880798339844,1,57397,93,21959,7,0,0,35366,86,0,0,0,0,0,0
train,139,65,65,-0.049844980239868164,1,60420,85,23159,2,0,0,37227,83,0,0,0,0,0,0
train,139,66,66,-0.04985404014587402,1,60024,78,24206,4,0,0,35786,74,0,0,0,0,0,0
train,139,67,67,-0.04985380172729492,1,60090,83,24335,4,0,0,35724,79,0,0,0,0,0,0
train,139,68,68,-0.04985690116882324,1,60011,110,24011,7,0,0,35960,103,0,0,0,0,0,0
train,139,69,69,-0.04984617233276367,1,61241,124,23153,9,0,0,38038,115,0,0,0,0,0,0
train,139,70,70,-0.04985213279724121,1,62427,149,23816,3,0,0,38576,146,0,0,0,0,0,0
train,139,71,71,-0.04986000061035156,1,62703,151,24691,6,0,0,37956,145,0,0,0,0,0,0
train,139,72,72,-0.04986095428466797,1,64415,204,25378,3,0,0,38970,201,0,0,0,0,0,0
train,139,73,73,-0.04985690116882324,1,62951,129,25119,5,0,0,37758,124,0,0,0,0,0,0
train,139,74,74,-0.04985404014587402,1,62630,109,24172,7,0,0,38383,102,0,0,0,0,0,0
train,139,75,75,-0.04985499382019043,1,62415,152,22850,12,0,0,39483,140,0,0,0,0,0,0
train,139,76,76,-0.049868106842041016,1,64057,210,22014,12,0,0,42010,198,0,0,0,0,0,0
train,139,77,77,-0.049867868423461914,1,60542,141,22034,7,0,0,38478,134,0,0,0,0,0,0
train,139,78,78,-0.0498509407043457,1,59582,99,22772,10,0,0,36780,89,0,0,0,0,0,0
train,139,79,79,-0.0498499870300293,1,57007,70,22542,3,0,0,34446,67,0,0,0,0,0,0
train,149,0,0,-0.049861907958984375,1,63161,125,22124,5,765,0,40260,120,0,0,142,0,623,0
train,149,1,1,-0.049859046936035156,1,63158,120,22095,4,800,0,40255,116,0,0,161,0,639,0
train,149,2,2,-0.0498509407043457,1,62969,129,22011,6,802,0,40146,123,0,0,169,0,633,0
train,149,3,3,-0.049844980239868164,1,64984,113,21586,4,798,0,42588,109,0,0,202,0,596,0
train,149,4,4,-0.049848079681396484,1,63044,104,21005,2,749,0,41281,102,0,0,134,0,615,0
train,149,5,5,-0.04985499382019043,1,63053,105,20541,3,822,0,41677,102,0,0,172,0,650,0
train,149,6,6,-0.049857139587402344,1,63120,91,20346,2,924,0,41838,89,0,0,235,0,689,0
train,149,7,7,-0.0498499870300293,1,65158,113,20389,1,1017,0,43744,112,0,0,245,0,772,0
train,149,8,8,-0.049852848052978516,1,63298,101,20371,1,1015,0,41902,100,0,0,239,0,776,0
train,149,9,9,-0.04984903335571289,1,63348,71,20103,0,1033,0,42206,71,0,0,224,0,809,0
train,149,10,10,-0.04984903335571289,1,63444,48,19478,2,1040,0,42921,46,0,0,222,0,818,0
train,149,11,11,-0.049852848052978516,1,65511,64,18786,4,1026,0,45694,60,0,0,210,0,816,0
train,149,12,12,-0.049855947494506836,1,63592,48,18064,6,1088,0,44437,42,0,0,246,0,842,0
train,149,13,13,-0.04986000061035156,1,63443,38,17433,1,1046,0,44962,37,0,0,202,0,844,0
train,149,14,14,-0.04985785484313965,1,63615,29,16495,0,1107,0,46011,29,0,0,197,0,910,0
train,149,15,15,-0.049859046936035156,1,66075,37,15709,0,1061,0,49300,37,0,0,238,0,823,0
train,149,16,16,-0.04986310005187988,1,64394,41,15146,1,887,0,48355,40,0,0,226,0,661,0
train,149,17,17,-0.04984283447265625,1,64537,67,14314,0,903,0,49318,67,0,0,258,0,645,0
train,149,18,18,-0.049839019775390625,1,64598,43,13552,0,903,0,50139,43,0,0,284,0,619,0
train,149,19,19,-0.04984688758850098,1,67834,55,13069,0,837,0,53925,55,0,0,318,0,519,0
train,149,20,20,-0.049843788146972656,1,65864,65,12894,0,904,0,52063,65,0,0,391,0,513,0
train,149,21,21,-0.04985499382019043,1,65871,45,13099,0,749,0,52022,45,0,0,429,0,320,0
train,149,22,22,-0.04985499382019043,1,65573,45,13664,0,532,0,51374,45,0,0,479,0,53,0
train,149,23,23,-0.049852848052978516,1,67609,40,14191,0,559,0,52857,40,0,0,559,0,0,0
train,149,24,24,-0.04985404014587402,1,65181,54,14715,0,628,0,49834,54,0,0,628,0,0,0
train,149,25,25,-0.0498499870300293,1,64935,61,15497,0,755,0,48667,61,31,0,724,0,0,0
train,149,26,26,-0.04984784126281738,1,64499,69,16696,1,798,0,46982,68,225,0,573,0,0,0
train,149,27,27,-0.049844980239868164,1,65803,110,17844,0,966,0,46958,110,409,0,557,0,0,0
train,149,28,28,-0.0498499870300293,1,62897,58,20075,0,832,0,41959,58,570,0,262,0,0,0
train,149,29,29,-0.049839019775390625,1,64270,128,22219,2,609,0,41403,126,609,0,0,0,0,0
train,149,30,30,-0.04984402656555176,1,65926,208,23576,2,620,0,41658,206,620,0,0,0,0,0
train,149,31,31,-0.04985499382019043,1,64168,190,24662,4,621,0,38816,186,621,0,0,0,0,0
train,149,32,32,-0.049861907958984375,1,63611,156,25753,10,642,0,37120,144,642,0,0,0,0,0
train,149,33,33,-0.04987692832946777,1,63477,133,26675,1,665,0,36053,132,665,0,0,0,0,0
train,149,34,34,-0.04989194869995117,1,65416,211,27517,15,703,0,37081,196,703,0,0,0,0,0
train,149,35,35,-0.04988503456115723,1,63539,130,27263,12,725,0,35458,118,725,0,0,0,0,0
train,149,36,36,-0.04985809326171875,1,63370,166,26593,13,734,0,35941,153,734,0,0,0,0,0
train,149,37,37,-0.04984903335571289,1,60364,105,26757,10,918,0,32594,95,918,0,0,0,0,0
train,149,38,38,-0.049855947494506836,1,61784,155,26675,8,1152,0,33878,147,1152,0,0,0,0,0
train,149,39,39,-0.0498499870300293,1,60227,180,26521,28,1201,0,32445,152,1201,0,0,0,0,0
train,149,40,40,-0.04982900619506836,1,60401,141,26076,6,1162,1,33093,134,1162,1,0,0,0,0
train,149,41,41,-0.049822092056274414,1,60596,151,25600,6,1046,0,33883,145,1046,0,0,0,0,0
train,149,42,42,-0.04983186721801758,1,62942,174,25223,6,950,0,36726,167,950,0,0,0,0,0
train,149,43,43,-0.049832820892333984,1,61403,118,24456,5,877,0,36028,113,877,0,0,0,0,0
train,149,44,44,-0.04983091354370117,1,61362,132,23932,3,859,0,36513,129,859,0,0,0,0,0
train,149,45,45,-0.049825191497802734,1,60520,117,23910,7,861,0,35696,110,861,0,0,0,0,0
train,149,46,46,-0.04981088638305664,1,62077,133,23754,4,856,0,37413,129,856,0,0,0,0,0
train,149,47,47,-0.04980897903442383,1,60195,138,23421,8,879,0,35847,130,879,0,0,0,0,0
train,149,48,48,-0.049807071685791016,1,59764,121,23133,4,852,0,35702,117,852,0,0,0,0,0
train,149,49,49,-0.04979991912841797,1,59425,106,23150,5,858,0,35342,101,858,0,0,0,0,0
train,149,50,50,-0.049800872802734375,1,61319,128,22980,8,864,0,37381,120,864,0,0,0,0,0
train,149,51,51,-0.04979896545410156,1,59772,125,22695,6,784,0,36186,118,784,0,0,0,0,0
train,149,52,52,-0.049781084060668945,1,59448,139,21392,11,661,0,37254,128,661,0,0,0,0,0
train,149,53,53,-0.04978799819946289,1,59060,152,20418,23,520,0,37979,129,520,0,0,0,0,0
train,149,54,54,-0.04979395866394043,1,60775,152,20338,11,439,0,39964,140,439,0,0,0,0,0
train,149,55,55,-0.04978299140930176,1,59226,146,20803,13,359,0,38025,133,359,0,0,0,0,0
train,149,56,56,-0.04977703094482422,1,58045,112,22289,13,104,0,35606,99,104,0,0,0,0,0
train,149,57,57,-0.04979085922241211,1,57556,87,23329,6,0,0,34189,81,0,0,0,0,0,0
train,149,58,58,-0.04980206489562988,1,59062,125,23383,11,0,0,35629,113,0,0,0,0,0,0
train,149,59,59,-0.04980802536010742,1,57466,100,23443,9,0,0,33950,91,0,0,0,0,0,0
train,149,60,60,-0.04981207847595215,1,57795,80,24004,5,0,0,33684,74,0,0,0,0,0,0
train,149,61,61,-0.049818992614746094,1,63439,117,26414,5,0,0,36942,110,0,0,0,0,0,0
train,149,62,62,-0.04982399940490723,1,61683,103,26598,3,0,0,34980,100,0,0,0,0,0,0
train,149,63,63,-0.04983186721801758,1,61423,112,25752,2,0,0,35593,109,0,0,0,0,0,0
train,149,64,64,-0.04982709884643555,1,60981,105,24550,7,0,0,36351,95,0,0,0,0,0,0
train,149,65,65,-0.049829959869384766,1,62623,185,23866,7,0,0,38672,177,0,0,0,0,0,0
train,149,66,66,-0.049835920333862305,1,61015,140,24218,6,0,0,36697,133,0,0,0,0,0,0
train,149,67,67,-0.04983997344970703,1,61162,136,24754,16,0,0,36289,120,0,0,0,0,0,0
train,149,68,68,-0.049841880798339844,1,60942,110,25080,4,0,0,35742,106,0,0,0,0,0,0
train,149,69,69,-0.049833059310913086,1,62635,121,24774,7,0,0,37721,114,0,0,0,0,0,0
train,149,70,70,-0.049839019775390625,1,60703,122,23870,5,0,0,36699,117,0,0,0,0,0,0
train,149,71,71,-0.049844980239868164,1,60390,105,22935,6,0,0,37303,99,0,0,0,0,0,0
train,149,72,72,-0.049836158752441406,1,60481,127,22093,5,0,0,38242,122,0,0,0,0,0,0
train,149,73,73,-0.04983997344970703,1,62552,159,21309,11,0,0,41109,148,0,0,0,0,0,0
train,149,74,74,-0.04985404014587402,1,59744,150,21137,11,0,0,38480,139,0,0,0,0,0,0
train,149,75,75,-0.04986310005187988,1,59246,132,21043,18,0,0,38114,114,0,0,0,0,0,0
train,149,76,76,-0.04986405372619629,1,58946,131,20833,12,0,0,38049,119,0,0,0,0,0,0
train,149,77,77,-0.04987001419067383,1,61016,176,20858,11,0,0,40106,165,0,0,0,0,0,0
train,149,78,78,-0.049880027770996094,1,59720,136,21325,10,0,0,38341,126,0,0,0,0,0,0
train,149,79,79,-0.04987215995788574,1,60280,151,21821,12,0,0,38400,139,0,0,0,0,0,0
train,158,0,0,-0.04967904090881348,1,47028,42,22822,15,1599,0,22573,27,905,0,0,0,694,0
train,158,1,1,-0.04967904090881348,1,46249,32,22655,12,1549,0,22012,20,875,0,0,0,674,0
train,158,2,2,-0.049690961837768555,1,45682,35,22811,12,1544,5,21283,18,869,0,0,0,675,5
train,158,3,3,-0.049700021743774414,1,45481,28,23039,14,1610,1,20791,13,889,1,0,0,721,0
train,158,4,4,-0.04969906806945801,1,45532,32,23301,9,1719,0,20472,23,913,0,0,0,806,0
train,158,5,5,-0.04969286918640137,1,45434,31,23428,11,1671,0,20278,20,926,0,0,0,745,0
train,158,6,6,-0.04969191551208496,1,45286,41,23683,18,1806,1,19735,22,938,0,0,0,868,1
train,158,7,7,-0.0496981143951416,1,45116,34,23910,20,1861,1,19294,13,924,0,0,0,937,1
train,158,8,8,-0.04969000816345215,1,45257,26,24261,12,1962,2,18968,12,928,0,0,0,1034,2
train,158,9,9,-0.049694061279296875,1,45540,29,24947,18,1946,0,18594,11,938,0,0,0,1008,0
train,158,10,10,-0.049703121185302734,1,45801,32,25202,18,2075,1,18478,13,926,0,0,0,1149,1
train,158,11,11,-0.04969310760498047,1,45761,23,25333,12,2124,0,18247,11,929,0,0,0,1195,0
train,158,12,12,-0.04969000816345215,1,47091,20,26538,10,2306,0,18198,10,931,0,0,0,1375,0
train,158,13,13,-0.0496981143951416,1,47255,27,26729,14,2413,1,18073,12,877,0,0,0,1536,1
train,158,14,14,-0.049690961837768555,1,47210,25,26700,8,2323,0,18127,17,783,0,0,0,1540,0
train,158,15,15,-0.04969286918640137,1,47177,23,26835,10,2206,1,18087,12,704,0,0,0,1502,1
train,158,16,16,-0.04969191551208496,1,46791,41,26549,10,2226,0,17967,31,529,0,0,0,1697,0
train,158,17,17,-0.04968881607055664,1,46664,32,26645,16,2130,0,17835,15,484,0,0,0,1646,0
train,158,18,18,-0.04969501495361328,1,46638,45,26623,18,2265,1,17705,26,344,0,0,0,1921,1
train,158,19,19,-0.049697160720825195,1,46668,46,26453,13,2407,0,17765,33,212,0,0,0,2195,0
train,158,20,20,-0.04969191551208496,1,46777,34,26386,5,2751,2,17594,27,90,1,0,0,2661,1
train,158,21,21,-0.04968714714050293,1,47112,42,28062,12,1510,0,17494,30,77,0,0,0,1433,0
train,158,22,22,-0.0496821403503418,1,47038,36,28199,8,1350,2,17445,26,85,0,0,0,1265,2
train,158,23,23,-0.04966616630554199,1,47174,38,27989,8,1587,0,17548,30,99,0,0,0,1488,0
train,158,24,24,-0.049664974212646484,1,46985,45,27973,8,1801,4,17171,33,98,0,0,0,1703,4
train,158,25,25,-0.04967308044433594,1,47048,56,27845,6,2024,2,17134,48,94,0,0,0,1930,2
train,158,26,26,-0.04966998100280762,1,47257,45,28488,10,1708,2,17010,33,110,1,0,0,1598,1
train,158,27,27,-0.04967689514160156,1,47339,50,29204,11,550,1,17516,38,102,0,0,0,448,1
train,158,28,28,-0.04968094825744629,1,47081,48,29212,12,546,0,17264,36,113,0,0,0,433,0
train,158,29,29,-0.04967379570007324,1,47047,35,29219,5,499,1,17248,29,107,1,0,0,392,0
train,158,30,30,-0.04967308044433594,1,47519,37,29285,8,475,1,17670,28,85,0,0,0,390,1
train,158,31,31,-0.04966616630554199,1,48315,58,29365,15,478,1,18382,42,100,0,0,0,378,1
train,158,32,32,-0.04964494705200195,1,47922,30,29405,9,432,0,17981,21,79,0,0,0,353,0
train,158,33,33,-0.04964613914489746,1,48071,32,29259,7,422,1,18287,22,76,1,0,0,346,0
train,158,34,34,-0.049635887145996094,1,47614,44,28558,7,475,0,18477,36,91,0,0,0,384,0
train,158,35,35,-0.04962801933288574,1,47414,47,27724,13,475,0,19112,33,100,0,0,0,375,0
train,158,36,36,-0.04963207244873047,1,46823,49,27197,10,477,0,19028,39,104,0,0,0,373,0
train,158,37,37,-0.049633026123046875,1,46822,42,27209,9,500,4,18998,28,105,4,0,0,395,0
train,158,38,38,-0.04964709281921387,1,46400,19,26756,3,693,0,18899,16,124,0,0,0,569,0
train,158,39,39,-0.04964900016784668,1,47405,29,27034,2,729,0,19580,27,137,0,0,0,592,0
train,158,40,40,-0.04964900016784668,1,46613,32,26933,3,806,0,18830,29,163,0,0,0,643,0
train,158,41,41,-0.04964900016784668,1,46556,28,26864,10,835,0,18805,18,191,0,0,0,644,0
train,158,42,42,-0.049638986587524414,1,46604,22,26871,2,895,0,18789,20,200,0,0,0,695,0
train,158,43,43,-0.049639225006103516,1,46867,28,26774,2,872,4,19182,22,206,0,0,0,666,4
train,158,44,44,-0.049635887145996094,1,46649,32,26573,4,967,3,19067,25,220,0,0,0,747,3
train,158,45,45,-0.04963803291320801,1,48407,16,27145,1,1091,0,20118,15,254,0,0,0,837,0
train,158,46,46,-0.049651145935058594,1,48626,26,26761,4,1071,0,20758,22,277,0,0,0,794,0
train,158,47,47,-0.04965400695800781,1,48498,28,26544,4,1099,0,20810,24,297,0,0,0,802,0
train,158,48,48,-0.04967308044433594,1,48534,38,26409,3,1128,0,20977,35,339,0,0,0,789,0
train,158,49,49,-0.04968690872192383,1,48761,29,26230,1,1199,0,21308,28,375,0,0,0,824,0
train,158,50,50,-0.04968118667602539,1,49216,22,25809,1,1230,0,22152,21,411,0,0,0,819,0
train,158,51,51,-0.04968404769897461,1,48955,34,25440,4,1304,0,22188,30,440,0,0,0,864,0
train,158,52,52,-0.04968094825744629,1,49133,24,25051,3,1305,2,22738,19,489,2,0,0,816,0
train,158,53,53,-0.04968690872192383,1,49553,36,24888,4,1488,0,23160,32,517,0,0,0,971,0
train,158,54,54,-0.04968690872192383,1,50506,16,24645,3,1761,0,24085,13,570,0,0,0,1191,0
train,158,55,55,-0.04967498779296875,1,50518,29,24340,1,2081,0,24072,28,621,0,0,0,1460,0
train,158,56,56,-0.04967808723449707,1,50983,27,23852,3,2256,0,24855,24,657,0,0,0,1599,0
train,158,57,57,-0.04969191551208496,1,51324,31,23874,1,2310,0,25115,30,707,0,0,0,1603,0
train,158,58,58,-0.04967904090881348,1,51954,25,23313,2,2120,0,26500,23,786,0,0,0,1334,0
train,158,59,59,-0.04967379570007324,1,50557,46,22094,1,1753,1,26670,43,816,1,0,0,937,0
train,158,60,60,-0.04968404769897461,1,49928,54,21069,3,1513,0,27320,51,810,0,0,0,703,0
train,158,61,61,-0.04969000816345215,1,49574,41,20372,1,1211,0,27949,40,809,0,0,0,402,0
train,158,62,62,-0.049677133560180664,1,50393,34,20365,2,741,0,29241,32,741,0,0,0,0,0
train,158,63,63,-0.049681901931762695,1,49850,50,20417,3,689,0,28699,47,689,0,0,0,0,0
train,158,64,64,-0.049694061279296875,1,50142,57,20525,4,742,0,28828,53,742,0,0,0,0,0
train,158,65,65,-0.04968404769897461,1,49252,44,20254,3,749,0,28211,41,749,0,0,0,0,0
train,158,66,66,-0.04969286918640137,1,50234,46,19847,5,754,0,29596,40,754,0,0,0,0,0
train,158,67,67,-0.04968905448913574,1,49563,37,19877,4,776,1,28875,31,776,1,0,0,0,0
train,158,68,68,-0.049681901931762695,1,50316,23,20586,4,755,0,28944,18,755,0,0,0,0,0
train,158,69,69,-0.04968595504760742,1,50808,19,21403,3,752,0,28632,16,752,0,0,0,0,0
train,158,70,70,-0.04969382286071777,1,51600,24,21607,0,770,1,29201,22,770,1,0,0,0,0
train,158,71,71,-0.04969191551208496,1,50361,22,21476,0,753,0,28110,22,753,0,0,0,0,0
train,158,72,72,-0.049685001373291016,1,49877,20,21096,0,837,0,27920,20,837,0,0,0,0,0
train,158,73,73,-0.04968595504760742,1,49289,29,20732,1,811,0,27728,28,811,0,0,0,0,0
train,158,74,74,-0.04967999458312988,1,49527,45,20384,3,685,0,28439,42,685,0,0,0,0,0
train,158,75,75,-0.049685001373291016,1,48770,41,20026,3,745,0,27976,38,745,0,0,0,0,0
train,158,76,76,-0.049690961837768555,1,48729,43,19836,2,757,0,28112,41,757,0,0,0,0,0
train,158,77,77,-0.049685001373291016,1,48994,48,19681,3,748,2,28524,43,748,2,0,0,0,0
train,158,78,78,-0.0496830940246582,1,49888,44,19634,2,835,0,29380,42,835,0,0,0,0,0
train,158,79,79,-0.04969000816345215,1,48969,46,19710,2,768,1,28452,43,768,1,0,0,0,0
val,013,0,0,-0.049818992614746094,1,57377,160,16096,14,927,0,40192,144,927,0,0,0,0,0
val,013,1,1,-0.04982399940490723,1,54406,88,15563,6,874,1,37807,79,874,1,0,0,0,0
val,013,2,2,-0.04982805252075195,1,53275,64,15600,2,887,0,36612,61,887,0,0,0,0,0
val,013,3,3,-0.049818992614746094,1,52851,55,16023,4,874,0,35751,50,874,0,0,0,0,0
val,013,4,4,-0.04982709884643555,1,54972,84,16407,2,901,2,37483,76,899,2,0,0,2,0
val,013,5,5,-0.04982304573059082,1,53601,65,16548,1,896,0,36006,63,895,0,0,0,1,0
val,013,6,6,-0.049806833267211914,1,53432,72,15364,2,888,0,37040,69,888,0,0,0,0,0
val,013,7,7,-0.04980802536010742,1,54611,84,16179,1,843,0,37429,82,843,0,0,0,0,0
val,013,8,8,-0.049818992614746094,1,52804,84,16380,6,690,0,35566,74,690,0,0,0,0,0
val,013,9,9,-0.04981398582458496,1,52634,80,16720,15,709,0,35044,65,709,0,0,0,0,0
val,013,10,10,-0.04980802536010742,1,54267,85,16786,5,700,0,36626,79,699,0,0,0,1,0
val,013,11,11,-0.049803972244262695,1,52644,102,16689,4,728,0,35064,95,728,0,0,0,0,0
val,013,12,12,-0.04981708526611328,1,52206,78,16167,2,796,0,35105,76,795,0,0,0,1,0
val,013,13,13,-0.04982399940490723,1,55459,96,16785,3,834,0,37650,92,834,0,0,0,0,0
val,013,14,14,-0.0498199462890625,1,55073,93,17079,8,852,1,36965,83,852,1,0,0,0,0
val,013,15,15,-0.04982495307922363,1,56922,95,17214,3,884,0,38606,90,884,0,0,0,0,0
val,013,16,16,-0.04983377456665039,1,55446,74,16976,6,889,0,37358,67,889,0,0,0,0,0
val,013,17,17,-0.04983997344970703,1,55070,91,16592,9,892,0,37367,81,891,0,0,0,1,0
val,013,18,18,-0.049836158752441406,1,56682,101,16563,4,904,0,39008,96,903,0,0,0,1,0
val,013,19,19,-0.04985809326171875,1,54874,101,16682,4,838,0,37138,95,838,0,0,0,0,0
val,013,20,20,-0.049861907958984375,1,54804,101,16806,6,759,0,37028,95,759,0,0,0,0,0
val,013,21,21,-0.04986000061035156,1,55173,135,16730,1,792,1,37438,133,792,1,0,0,0,0
val,013,22,22,-0.04987502098083496,1,52680,130,16466,12,842,0,35123,116,842,0,0,0,0,0
val,013,23,23,-0.04987907409667969,1,52339,90,16061,5,933,0,35102,84,933,0,0,0,0,0
val,013,24,24,-0.04987478256225586,1,53546,117,15809,6,1042,0,36470,109,1042,0,0,0,0,0
val,013,25,25,-0.04987192153930664,1,52836,94,15811,6,1077,0,35718,86,1077,0,0,0,0,0
val,013,26,26,-0.04987001419067383,1,52641,85,15981,7,1079,0,35353,76,1076,0,0,0,3,0
val,013,27,27,-0.04986095428466797,1,53981,130,16049,8,1051,1,36654,121,1047,0,0,0,4,1
val,013,28,28,-0.04985618591308594,1,52563,88,16039,9,1049,0,35268,78,1047,0,0,0,2,0
val,013,29,29,-0.04985809326171875,1,52019,74,16063,7,1063,1,34734,65,1055,0,0,0,8,1
val,013,30,30,-0.04986405372619629,1,53387,99,16172,12,1068,0,35991,84,1063,0,0,0,5,0
val,013,31,31,-0.04986214637756348,1,52200,73,16183,9,1112,0,34739,64,1110,0,0,0,2,0
val,013,32,32,-0.04987001419067383,1,51357,62,16161,4,1024,0,33989,58,1023,0,0,0,1,0
val,013,33,33,-0.04986906051635742,1,53047,108,16231,3,936,0,35703,105,933,0,0,0,3,0
val,013,34,34,-0.04985690116882324,1,51674,69,16312,4,923,0,34267,65,916,0,0,0,7,0
val,013,35,35,-0.049859046936035156,1,51225,58,16370,4,926,0,33789,54,921,0,0,0,5,0
val,013,36,36,-0.04984903335571289,1,52774,64,16146,1,935,2,35563,61,932,2,0,0,3,0
val,013,37,37,-0.04984903335571289,1,51567,59,15943,5,961,0,34520,54,957,0,0,0,4,0
val,013,38,38,-0.04984903335571289,1,51220,67,15547,7,992,0,34540,59,984,0,0,0,8,0
val,013,39,39,-0.04984402656555176,1,52290,73,15255,5,898,0,35967,68,890,0,0,0,8,0
